--------- beginning of main
03-03 05:14:10.651 W/auditd  (  336): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 05:14:13.488 I/vold    (  339): Vold 3.0 (the awakening) firing up
03-03 05:14:13.488 V/vold    (  339): Detected support for: ext4 vfat
03-03 05:14:13.751 I/rmt_storage(  373): Shared memory initialised successfully.
03-03 05:14:15.659 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x6 Unblock worker thread (th_id: 547882267712)
03-03 05:14:15.659 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x6: req_h=0x6 msg_id=3: Bytes read = 512
03-03 05:14:15.659 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x6: req_h=0x6 msg_id=3: Send response: res=0 err=0
03-03 05:14:15.659 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x6 About to block rmt_storage client thread (th_id: 547882267712) wakelock released: 1, error no: 0
03-03 05:14:15.659 I/rmt_storage(  373):
03-03 05:14:15.660 I/rmt_storage(  373): rmt_storage_disconnect_cb: clnt_h=0x6 conn_h=0x7f908ba000
03-03 05:14:15.660 I/rmt_storage(  373): rmt_storage_connect_cb: clnt_h=0x7 conn_h=0x7f908ba000
03-03 05:14:15.660 I/rmt_storage(  373): rmt_storage_rw_iovec_cb: /boot/modem_fs2: clnt_h=0x7: req_h=0x7 msg_id=3: R/W request received
03-03 05:14:15.660 I/rmt_storage(  373): wakelock acquired: 1, error no: 42
03-03 05:14:15.660 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7 Unblock worker thread (th_id: 547881202752)
03-03 05:14:15.661 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7: req_h=0x7 msg_id=3: Bytes read = 512
03-03 05:14:15.661 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7: req_h=0x7 msg_id=3: Send response: res=0 err=0
03-03 05:14:15.662 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7 About to block rmt_storage client thread (th_id: 547881202752) wakelock released: 1, error no: 0
03-03 05:14:15.662 I/rmt_storage(  373):
03-03 05:14:15.662 I/rmt_storage(  373): rmt_storage_disconnect_cb: clnt_h=0x7 conn_h=0x7f908ba000
03-03 05:14:15.663 I/rmt_storage(  373): rmt_storage_connect_cb: clnt_h=0x8 conn_h=0x7f908ba000
03-03 05:14:15.663 I/rmt_storage(  373): rmt_storage_rw_iovec_cb: /boot/modem_fs1: clnt_h=0x8: req_h=0x8 msg_id=3: R/W request received
03-03 05:14:15.663 I/rmt_storage(  373): wakelock acquired: 1, error no: 42
03-03 05:14:15.663 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x8 Unblock worker thread (th_id: 547882267712)
03-03 05:14:15.670 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x8: req_h=0x8 msg_id=3: Bytes read = 1571840
03-03 05:14:15.670 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x8: req_h=0x8 msg_id=3: Send response: res=0 err=0
03-03 05:14:15.671 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x8 About to block rmt_storage client thread (th_id: 547882267712) wakelock released: 1, error no: 0
03-03 05:14:15.671 I/rmt_storage(  373):
03-03 05:14:15.671 I/rmt_storage(  373): rmt_storage_disconnect_cb: clnt_h=0x8 conn_h=0x7f908ba000
03-03 05:14:15.727 D/Cryptfs (  339): Just triggered post_fs_data
03-03 05:14:15.777 I//system/bin/tzdatacheck(  479): tzdata file /data/misc/zoneinfo/current/tzdata does not exist. No action required.
03-03 05:14:15.828 D/Cryptfs (  339): post_fs_data done
03-03 05:14:15.828 D/Cryptfs (  339): Just triggered restart_framework
03-03 05:14:15.853 I/        (  484): debuggerd: starting
03-03 05:14:15.860 I/irsc_util(  491): Starting irsc tool
03-03 05:14:15.880 I/rmt_storage(  373): rmt_storage_connect_cb: clnt_h=0x9 conn_h=0x7f908ba000
03-03 05:14:15.880 I/rmt_storage(  373): rmt_storage_rw_iovec_cb: /boot/modem_fs2: clnt_h=0x9: req_h=0x9 msg_id=3: R/W request received
03-03 05:14:15.880 I/rmt_storage(  373): wakelock acquired: 1, error no: 42
03-03 05:14:15.880 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9 Unblock worker thread (th_id: 547881202752)
03-03 05:14:15.886 I/installd(  488): installd firing up
03-03 05:14:15.901 I/keystore(  490): Found keymaster1 module Keymaster QTI HAL, version 100
03-03 05:14:15.901 I/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 122: Creating device
03-03 05:14:15.901 D/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 123: Device address: 0x7f9d5e3000
03-03 05:14:15.902 D/QSEECOMAPI: (  490): QSEECom_get_handle sb_length = 0xa000
03-03 05:14:15.902 D/QSEECOMAPI: (  490): App is already loaded QSEE and app id = 3
03-03 05:14:15.903 E/keymaster1_device(  490): TA API Major Verion: 1
03-03 05:14:15.903 E/keymaster1_device(  490): TA API Minor Verion: 0
03-03 05:14:15.903 E/keymaster1_device(  490): TA Major Verion: 1
03-03 05:14:15.903 E/keymaster1_device(  490): TA Minor Verion: 5
03-03 05:14:15.903 D/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 173: Reinitializing SoftKeymasterDevice to use HW keymaster1
03-03 05:14:15.906 I/keystore(  490): Keymaster1 module is incomplete, using SoftKeymasterDevice wrapper
03-03 05:14:15.906 I/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 122: Creating device
03-03 05:14:15.907 D/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 123: Device address: 0x7f9d5e3300
03-03 05:14:15.927 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9: req_h=0x9 msg_id=3: Bytes written = 1572864
03-03 05:14:15.927 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9: req_h=0x9 msg_id=3: Send response: res=0 err=0
03-03 05:14:15.927 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9 About to block rmt_storage client thread (th_id: 547881202752) wakelock released: 1, error no: 0
03-03 05:14:15.927 I/rmt_storage(  373):
03-03 05:14:15.927 I/rmt_storage(  373): rmt_storage_disconnect_cb: clnt_h=0x9 conn_h=0x7f908ba000
03-03 05:14:15.953 I/Netd    (  482): Netd 1.0 starting
03-03 05:14:15.956 D/TetherController(  482): Setting IP forward enable = 0
03-03 05:14:15.983 I/rmt_storage(  373): rmt_storage_connect_cb: clnt_h=0xa conn_h=0x7f908ba000
03-03 05:14:15.983 I/rmt_storage(  373): rmt_storage_rw_iovec_cb: /boot/modem_fs1: clnt_h=0xa: req_h=0xa msg_id=3: R/W request received
03-03 05:14:15.983 I/rmt_storage(  373): wakelock acquired: 1, error no: 42
03-03 05:14:15.983 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0xa Unblock worker thread (th_id: 547882267712)
03-03 05:14:16.025 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0xa: req_h=0xa msg_id=3: Bytes written = 1572864
03-03 05:14:16.025 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0xa: req_h=0xa msg_id=3: Send response: res=0 err=0
03-03 05:14:16.025 I/rmt_storage(  373): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0xa About to block rmt_storage client thread (th_id: 547882267712) wakelock released: 1, error no: 0
03-03 05:14:16.025 I/rmt_storage(  373):
03-03 05:14:16.025 I/rmt_storage(  373): rmt_storage_disconnect_cb: clnt_h=0xa conn_h=0x7f908ba000
03-03 05:14:16.079 I/fingerprintd(  518): Starting fingerprintd
03-03 05:14:16.081 E/Diag_Lib(  511):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_client [511]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 05:14:16.082 E/QMI_FW  (  511): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_client [511]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 05:14:16.082 E/QMI_FW  (  511): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_client [511]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 05:14:16.082 E/QMI_FW  (  511): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 05:14:16.082 E/QC-QMI  (  511): qmi_client [511]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 05:14:16.083 E/QC-QMI  (  511): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 05:14:16.083 E/QMI_FW  (  511): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 05:14:16.093 I/ThermalEngine(  496): Thermal daemon started
03-03 05:14:16.093 I/ThermalEngine(  496): Using target config file '/system/etc/thermal-engine-8992.conf'
03-03 05:14:16.093 I/ThermalEngine(  496): devices_manager_init: Init
03-03 05:14:16.093 I/ThermalEngine(  496): Number of gpus :1
03-03 05:14:16.094 I/Thermal-IOCTL(  496): KTM IOCTL interface "/dev/msm_thermal_query" opened
03-03 05:14:16.094 E/ThermalEngine(  496): update_cpu_topology: Cluster Info[0]. Cluster Id: 0 cpu_bits:0xf sync:1
03-03 05:14:16.094 E/ThermalEngine(  496): update_cpu_topology: Cluster Info[1]. Cluster Id: 1 cpu_bits:0x30 sync:1
03-03 05:14:16.095 I/ThermalEngine(  496): vdd_rstr_init: Init KTM VDD RSTR enabled: 0
03-03 05:14:16.096 I/ThermalEngine(  496): sensors_manager_init: Init
03-03 05:14:16.097 E/Diag_Lib(  496):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.097 E/QC-QMI  (  496): qmi_client [496]: unable to connect to server, errno=[2:No such file or directory], attempt=1
03-03 05:14:16.098 D/QC-time-services(  512): Daemon:genoff_pre_init::Base = 0
03-03 05:14:16.098 D/QC-time-services(  512): Daemon:ats_rtc_init: Time read from RTC -- year = 70, month = 2,day = 3
03-03 05:14:16.110 E/ThermalEngine(  496): bcl_setup: Unexpected node error
03-03 05:14:16.110 E/ThermalEngine(  496): add_tgt_sensors_set: Error adding bcl
03-03 05:14:16.110 E/ThermalEngine(  496): sensors_init: Error adding BCL TS
03-03 05:14:16.111 I/ThermalEngine(  496): Loading config file for virtual sensor
03-03 05:14:16.111 I/ThermalEngine(  496): Loading configuration file /system/etc/thermal-engine-8992.conf
03-03 05:14:16.132 I/        (  483): debuggerd: starting
03-03 05:14:16.138 E/Diag_Lib(  492):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.138 E/QC-QMI  (  492): qmuxd: linux_qmi_read_sysfs_config: couldn't open file /sys/module/f_rmnet/parameters/rmnet_ctl_ch
03-03 05:14:16.138 E/QC-QMI  (  492): qmuxd: linux_qmi_read_sysfs_config: couldn't open /sys/module/rmnet/parameters/rmnet_ctl_ch
03-03 05:14:16.139 E/Diag_Lib(  492):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.152 E/Diag_Lib(  515):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.152 E/QC-QMI  (  515): qmi_client [515]: unable to connect to server, errno=[2:No such file or directory], attempt=1
03-03 05:14:16.245 I/irsc_util(  491): Num of entries:27
03-03 05:14:16.245 I/irsc_util(  491): Ending irsc tool
03-03 05:14:16.276 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.276 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.276 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.276 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.276 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.276 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.277 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.277 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.277 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.277 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.277 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.277 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.277 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.277 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.277 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.277 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.277 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.277 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.283 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.283 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.283 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.283 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.283 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.283 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.283 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.283 E/Diag_Lib(  497): qpLogDiagInit <== result : 0
03-03 05:14:16.283 E/Diag_Lib(  497): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 05:14:16.291 E/Diag_Lib(  494):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.291 E/Diag_Lib(  494):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.292 E/QC-QMI  (  494): qmi_client [494]: unable to connect to server, errno=[2:No such file or directory], attempt=1
03-03 05:14:16.312 I/gatekeeperd(  501): Starting gatekeeperd...
03-03 05:14:16.317 D/gatekeeper_device(  501): HwKmOpen called
03-03 05:14:16.318 D/QSEECOMAPI: (  501): QSEECom_get_handle sb_length = 0xa000
03-03 05:14:16.318 D/QSEECOMAPI: (  501): App is already loaded QSEE and app id = 3
03-03 05:14:16.325 E/QCNEA   (  516): Cne Version 4.8
03-03 05:14:16.325 E/Diag_Lib(  516):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.326 E/Diag_Lib(  516):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 05:14:16.327 E/QC-QMI  (  516): qmi_client [516]: unable to connect to server, errno=[2:No such file or directory], attempt=1
03-03 05:14:16.331 I/ThermalEngine(  496): Parsing section global
03-03 05:14:16.331 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.331 I/ThermalEngine(  496): Found field 'charger_offset'
03-03 05:14:16.331 E/ThermalEngine(  496): virtual_sensors_init: Error getting virtual sensors set
03-03 05:14:16.331 I/ThermalEngine(  496): Loading configuration file /system/etc/thermal-engine-8992.conf
03-03 05:14:16.332 I/ThermalEngine(  496): Parsing section global
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'charger_offset'
03-03 05:14:16.332 I/ThermalEngine(  496): Created section 'CPU0_MONITOR'
03-03 05:14:16.332 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.332 I/ThermalEngine(  496): Parsing section CPU0_MONITOR
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.332 I/ThermalEngine(  496): Created section 'CPU2_MONITOR'
03-03 05:14:16.332 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.332 I/ThermalEngine(  496): Parsing section CPU2_MONITOR
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.332 I/ThermalEngine(  496): Created section 'CPU3_MONITOR'
03-03 05:14:16.332 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.332 I/ThermalEngine(  496): Parsing section CPU3_MONITOR
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.332 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.333 I/ThermalEngine(  496): Created section 'CPU4_MONITOR'
03-03 05:14:16.333 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.333 I/ThermalEngine(  496): Parsing section CPU4_MONITOR
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.333 I/ThermalEngine(  496): Created section 'CPU5_MONITOR'
03-03 05:14:16.333 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.333 I/ThermalEngine(  496): Parsing section CPU5_MONITOR
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.333 I/ThermalEngine(  496): Created section 'CPU4_HOTPLUG_MONITOR'
03-03 05:14:16.333 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.333 I/ThermalEngine(  496): Parsing section CPU4_HOTPLUG_MONITOR
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.333 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.333 I/ThermalEngine(  496): Created section 'CPU5_HOTPLUG_MONITOR'
03-03 05:14:16.333 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.333 I/ThermalEngine(  496): Parsing section CPU5_HOTPLUG_MONITOR
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.334 I/ThermalEngine(  496): Created section 'LCD_management'
03-03 05:14:16.334 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.334 I/ThermalEngine(  496): Parsing section LCD_management
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'sampling'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'thresholds'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'thresholds_clr'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'actions'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'action_info'
03-03 05:14:16.334 I/ThermalEngine(  496): Created section 'battery_monitor'
03-03 05:14:16.334 I/ThermalEngine(  496): Algo Type 'monitor'
03-03 05:14:16.334 I/ThermalEngine(  496): Parsing section battery_monitor
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'sensor'
03-03 05:14:16.334 I/ThermalEngine(  496): Found field 'sampling'
