--------- beginning of main
03-03 07:01:51.590 W/auditd  (  335): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 07:01:54.521 I/vold    (  338): Vold 3.0 (the awakening) firing up
03-03 07:01:54.521 V/vold    (  338): Detected support for: ext4 vfat
03-03 07:01:54.778 I/rmt_storage(  369): Shared memory initialised successfully.
03-03 07:01:56.708 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 Unblock worker thread (th_id: 548484936768)
03-03 07:01:56.708 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1: req_h=0x6 msg_id=3: Bytes read = 512
03-03 07:01:56.709 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1: req_h=0x6 msg_id=3: Send response: res=0 err=0
03-03 07:01:56.709 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 About to block rmt_storage client thread (th_id: 548484936768) wakelock released: 1, error no: 0
03-03 07:01:56.709 I/rmt_storage(  369): 
03-03 07:01:56.709 I/rmt_storage(  369): rmt_storage_disconnect_cb: clnt_h=0x6 conn_h=0x7fb477a010
03-03 07:01:56.709 I/rmt_storage(  369): rmt_storage_connect_cb: clnt_h=0x7 conn_h=0x7fb477a010
03-03 07:01:56.709 I/rmt_storage(  369): rmt_storage_rw_iovec_cb: /boot/modem_fs2: clnt_h=0x7: req_h=0x7 msg_id=3: R/W request received
03-03 07:01:56.709 I/rmt_storage(  369): wakelock acquired: 1, error no: 42
03-03 07:01:56.709 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7 Unblock worker thread (th_id: 548483892288)
03-03 07:01:56.710 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7: req_h=0x7 msg_id=3: Bytes read = 512
03-03 07:01:56.710 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7: req_h=0x7 msg_id=3: Send response: res=0 err=0
03-03 07:01:56.710 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x7 About to block rmt_storage client thread (th_id: 548483892288) wakelock released: 1, error no: 0
03-03 07:01:56.710 I/rmt_storage(  369): 
03-03 07:01:56.710 I/rmt_storage(  369): rmt_storage_disconnect_cb: clnt_h=0x7 conn_h=0x7fb477a010
03-03 07:01:56.711 I/rmt_storage(  369): rmt_storage_connect_cb: clnt_h=0x8 conn_h=0x7fb477a010
03-03 07:01:56.711 I/rmt_storage(  369): rmt_storage_rw_iovec_cb: /boot/modem_fs1: clnt_h=0x1: req_h=0x8 msg_id=3: R/W request received
03-03 07:01:56.711 I/rmt_storage(  369): wakelock acquired: 1, error no: 42
03-03 07:01:56.711 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 Unblock worker thread (th_id: 548484936768)
03-03 07:01:56.720 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1: req_h=0x8 msg_id=3: Bytes read = 1571840
03-03 07:01:56.720 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1: req_h=0x8 msg_id=3: Send response: res=0 err=0
03-03 07:01:56.720 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 About to block rmt_storage client thread (th_id: 548484936768) wakelock released: 1, error no: 0
03-03 07:01:56.720 I/rmt_storage(  369): 
03-03 07:01:56.720 I/rmt_storage(  369): rmt_storage_disconnect_cb: clnt_h=0x8 conn_h=0x7fb477a010
03-03 07:01:56.747 D/Cryptfs (  338): Just triggered post_fs_data
03-03 07:01:56.795 I//system/bin/tzdatacheck(  479): tzdata file /data/misc/zoneinfo/current/tzdata does not exist. No action required.
03-03 07:01:56.847 D/Cryptfs (  338): post_fs_data done
03-03 07:01:56.847 D/Cryptfs (  338): Just triggered restart_framework
03-03 07:01:56.869 I/irsc_util(  491): Starting irsc tool
03-03 07:01:56.873 I/irsc_util(  491): Num of entries:27
03-03 07:01:56.873 I/irsc_util(  491): Ending irsc tool
03-03 07:01:56.878 I/        (  484): debuggerd: starting
03-03 07:01:56.879 I/installd(  488): installd firing up
03-03 07:01:56.893 I/keystore(  490): Found keymaster1 module Keymaster QTI HAL, version 100
03-03 07:01:56.893 I/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 122: Creating device
03-03 07:01:56.893 D/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 123: Device address: 0x7f91ee3000
03-03 07:01:56.894 D/QSEECOMAPI: (  490): QSEECom_get_handle sb_length = 0xa000
03-03 07:01:56.894 D/QSEECOMAPI: (  490): App is already loaded QSEE and app id = 3
03-03 07:01:56.895 E/keymaster1_device(  490): TA API Major Verion: 1
03-03 07:01:56.895 E/keymaster1_device(  490): TA API Minor Verion: 0
03-03 07:01:56.895 E/keymaster1_device(  490): TA Major Verion: 1
03-03 07:01:56.895 E/keymaster1_device(  490): TA Minor Verion: 5
03-03 07:01:56.895 D/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 173: Reinitializing SoftKeymasterDevice to use HW keymaster1
03-03 07:01:56.898 I/keystore(  490): Keymaster1 module is incomplete, using SoftKeymasterDevice wrapper
03-03 07:01:56.898 I/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 122: Creating device
03-03 07:01:56.898 D/SoftKeymaster(  490): system/keymaster/soft_keymaster_device.cpp, Line 123: Device address: 0x7f91ee3300
03-03 07:01:56.927 I/Netd    (  482): Netd 1.0 starting
03-03 07:01:56.930 I/rmt_storage(  369): rmt_storage_connect_cb: clnt_h=0x9 conn_h=0x7fb477a010
03-03 07:01:56.930 I/rmt_storage(  369): rmt_storage_rw_iovec_cb: /boot/modem_fs2: clnt_h=0x9: req_h=0x9 msg_id=3: R/W request received
03-03 07:01:56.930 I/rmt_storage(  369): wakelock acquired: 1, error no: 42
03-03 07:01:56.930 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9 Unblock worker thread (th_id: 548483892288)
03-03 07:01:56.931 D/TetherController(  482): Setting IP forward enable = 0
03-03 07:01:56.941 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.941 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.941 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.941 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.941 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.941 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.942 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.942 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.942 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.942 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.942 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.942 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.942 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.942 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.942 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.942 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.942 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.942 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.943 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.943 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.943 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.944 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.944 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.944 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.944 E/Diag_Lib(  498):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.944 E/Diag_Lib(  498): qpLogDiagInit <== result : 0
03-03 07:01:56.944 E/Diag_Lib(  498): QMID : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0
03-03 07:01:56.953 E/Diag_Lib(  505):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:56.953 E/QC-QMI  (  505): qmi_client [505]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 07:01:56.953 E/QC-QMI  (  505): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 07:01:56.953 E/QMI_FW  (  505): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 07:01:56.954 E/QC-QMI  (  505): qmi_client [505]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 07:01:56.954 E/QC-QMI  (  505): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 07:01:56.954 E/QMI_FW  (  505): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 07:01:56.954 E/QC-QMI  (  505): qmi_client [505]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 07:01:56.954 E/QC-QMI  (  505): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 07:01:56.954 E/QMI_FW  (  505): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 07:01:56.954 E/QC-QMI  (  505): qmi_client [505]: unable to bind to client socket, rc = -1 errno[13:Permission denied]
03-03 07:01:56.954 E/QC-QMI  (  505): qmi_qmux_if_pwr_up_init_ex:  Initialization failed, rc = -1
03-03 07:01:56.954 E/QMI_FW  (  505): QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-1
03-03 07:01:56.969 I/fingerprintd(  512): Starting fingerprintd
03-03 07:01:56.973 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9: req_h=0x9 msg_id=3: Bytes written = 1572864
03-03 07:01:56.973 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9: req_h=0x9 msg_id=3: Send response: res=0 err=0
03-03 07:01:56.973 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs2: clnt_h=0x9 About to block rmt_storage client thread (th_id: 548483892288) wakelock released: 1, error no: 0
03-03 07:01:56.973 I/rmt_storage(  369): 
03-03 07:01:56.973 I/rmt_storage(  369): rmt_storage_disconnect_cb: clnt_h=0x9 conn_h=0x7fb477a010
03-03 07:01:57.028 I/rmt_storage(  369): rmt_storage_connect_cb: clnt_h=0xa conn_h=0x7fb477a010
03-03 07:01:57.028 I/rmt_storage(  369): rmt_storage_rw_iovec_cb: /boot/modem_fs1: clnt_h=0x1: req_h=0xa msg_id=3: R/W request received
03-03 07:01:57.029 I/rmt_storage(  369): wakelock acquired: 1, error no: 42
03-03 07:01:57.029 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 Unblock worker thread (th_id: 548484936768)
03-03 07:01:57.030 I/gatekeeperd(  502): Starting gatekeeperd...
03-03 07:01:57.039 I/ThermalEngine(  497): Thermal daemon started
03-03 07:01:57.040 I/ThermalEngine(  497): Using target config file '/system/etc/thermal-engine-8992.conf'
03-03 07:01:57.040 I/ThermalEngine(  497): devices_manager_init: Init
03-03 07:01:57.040 I/ThermalEngine(  497): Number of gpus :1
03-03 07:01:57.040 I/Thermal-IOCTL(  497): KTM IOCTL interface "/dev/msm_thermal_query" opened
03-03 07:01:57.040 E/ThermalEngine(  497): update_cpu_topology: Cluster Info[0]. Cluster Id: 0 cpu_bits:0xf sync:1
03-03 07:01:57.040 E/ThermalEngine(  497): update_cpu_topology: Cluster Info[1]. Cluster Id: 1 cpu_bits:0x30 sync:1
03-03 07:01:57.041 I/ThermalEngine(  497): vdd_rstr_init: Init KTM VDD RSTR enabled: 0
03-03 07:01:57.042 I/ThermalEngine(  497): sensors_manager_init: Init
03-03 07:01:57.043 E/Diag_Lib(  497):  Diag_LSM_Init: Failed to open handle to diag driver, error = 13
03-03 07:01:57.043 E/QC-QMI  (  497): qmi_client [497]: unable to connect to server, errno=[2:No such file or directory], attempt=1
03-03 07:01:57.055 E/ThermalEngine(  497): bcl_setup: Unexpected node error
03-03 07:01:57.055 E/ThermalEngine(  497): add_tgt_sensors_set: Error adding bcl
03-03 07:01:57.055 E/ThermalEngine(  497): sensors_init: Error adding BCL TS
03-03 07:01:57.057 I/ThermalEngine(  497): Loading config file for virtual sensor
03-03 07:01:57.057 I/ThermalEngine(  497): Loading configuration file /system/etc/thermal-engine-8992.conf
03-03 07:01:57.073 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1: req_h=0xa msg_id=3: Bytes written = 1572864
03-03 07:01:57.073 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1: req_h=0xa msg_id=3: Send response: res=0 err=0
03-03 07:01:57.073 I/rmt_storage(  369): rmt_storage_client_thread: /boot/modem_fs1: clnt_h=0x1 About to block rmt_storage client thread (th_id: 548484936768) wakelock released: 1, error no: 0
03-03 07:01:57.073 I/rmt_storage(  369): 
03-03 07:01:57.073 I/rmt_storage(  369): rmt_storage_disconnect_cb: clnt_h=0xa conn_h=0x7fb477a010
03-03 07:01:57.083 I/ThermalEngine(  497): Parsing section global
03-03 07:01:57.083 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.083 I/ThermalEngine(  497): Found field 'charger_offset'
03-03 07:01:57.083 E/ThermalEngine(  497): virtual_sensors_init: Error getting virtual sensors set
03-03 07:01:57.083 I/ThermalEngine(  497): Loading configuration file /system/etc/thermal-engine-8992.conf
03-03 07:01:57.084 I/ThermalEngine(  497): Parsing section global
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'charger_offset'
03-03 07:01:57.084 I/ThermalEngine(  497): Created section 'CPU0_MONITOR'
03-03 07:01:57.084 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.084 I/ThermalEngine(  497): Parsing section CPU0_MONITOR
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.084 I/ThermalEngine(  497): Created section 'CPU2_MONITOR'
03-03 07:01:57.084 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.084 I/ThermalEngine(  497): Parsing section CPU2_MONITOR
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.084 I/ThermalEngine(  497): Created section 'CPU3_MONITOR'
03-03 07:01:57.084 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.084 I/ThermalEngine(  497): Parsing section CPU3_MONITOR
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.084 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.084 I/ThermalEngine(  497): Created section 'CPU4_MONITOR'
03-03 07:01:57.084 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.085 I/ThermalEngine(  497): Parsing section CPU4_MONITOR
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.085 I/ThermalEngine(  497): Created section 'CPU5_MONITOR'
03-03 07:01:57.085 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.085 I/ThermalEngine(  497): Parsing section CPU5_MONITOR
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.085 I/ThermalEngine(  497): Created section 'CPU4_HOTPLUG_MONITOR'
03-03 07:01:57.085 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.085 I/ThermalEngine(  497): Parsing section CPU4_HOTPLUG_MONITOR
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.085 I/ThermalEngine(  497): Created section 'CPU5_HOTPLUG_MONITOR'
03-03 07:01:57.085 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.085 I/ThermalEngine(  497): Parsing section CPU5_HOTPLUG_MONITOR
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.085 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.086 I/ThermalEngine(  497): Created section 'LCD_management'
03-03 07:01:57.086 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.086 I/ThermalEngine(  497): Parsing section LCD_management
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.086 I/ThermalEngine(  497): Created section 'battery_monitor'
03-03 07:01:57.086 I/ThermalEngine(  497): Algo Type 'monitor'
03-03 07:01:57.086 I/ThermalEngine(  497): Parsing section battery_monitor
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'thresholds'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'thresholds_clr'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'actions'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'action_info'
03-03 07:01:57.086 I/ThermalEngine(  497): Created section 'PID-LITTLE_CLUSTER_management'
03-03 07:01:57.086 I/ThermalEngine(  497): Algo Type 'pid'
03-03 07:01:57.086 I/ThermalEngine(  497): Parsing section PID-LITTLE_CLUSTER_management
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'device'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'set_point'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'set_point_clr'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'p_const'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'i_const'
03-03 07:01:57.086 I/ThermalEngine(  497): Found field 'd_const'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'i_samples'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'dev_units_per_calc'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'limit'
03-03 07:01:57.087 I/ThermalEngine(  497): Created section 'PID-BIG_CLUSTER_management'
03-03 07:01:57.087 I/ThermalEngine(  497): Algo Type 'pid'
03-03 07:01:57.087 I/ThermalEngine(  497): Parsing section PID-BIG_CLUSTER_management
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'sampling'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'sensor'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'device'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'set_point'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'set_point_clr'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'p_const'
03-03 07:01:57.087 I/ThermalEngine(  497): Found field 'i_const'
